stable_id	display_label
ENSDART00000091876	NM_001328599.1
ENSDART00000079336	NM_131406.2
ENSDART00000002863	NM_131815.1
ENSDART00000061328	NM_001014370.1
ENSDART00000164632	NM_001260500.1
ENSDART00000159282	NM_001166333.1
ENSDART00000100599	NM_001045337.1
ENSDART00000099462	NM_131499.2
ENSDART00000159790	NM_213295.1
ENSDART00000016901	NM_001102675.1
ENSDART00000045763	NM_182864.2
ENSDART00000165108	NM_001122702.1
ENSDART00000050898	NM_001030071.2
ENSDART00000114294	NM_199760.1
ENSDART00000083066	NM_001080045.1
ENSDART00000078642	NM_001099996.1
ENSDART00000049842	NM_001278180.1
ENSDART00000114288	NM_001199491.1
ENSDART00000013076	NM_199659.2
ENSDART00000109644	NM_001007440.1
ENSDART00000009315	NM_001128672.1
ENSDART00000146174	NM_001034965.1
ENSDART00000077898	NM_001033090.1
ENSDART00000100600	NM_001024099.1
ENSDART00000008043	NM_001001845.2
ENSDART00000131300	NM_200236.1
ENSDART00000167220	NM_152952.1
ENSDART00000028064	NM_001007440.1
ENSDART00000104831	NM_213334.1
ENSDART00000141582	NM_001128419.1
ENSDART00000001444	NM_001003822.1
ENSDART00000074506	NM_001114413.1
ENSDART00000166533	NM_001024101.1
ENSDART00000162850	NM_131267.1
ENSDART00000162850	NM_001320125.1
ENSDART00000011919	NM_199744.2
ENSDART00000174046	NM_001128380.1
ENSDART00000055681	NM_131461.1
ENSDART00000161578	NM_001002088.1
ENSDART00000165499	NM_200845.1
ENSDART00000005158	NM_001256611.1
ENSDART00000164674	NM_001291325.1
ENSDART00000111203	NM_001103114.1
ENSDART00000136845	NM_001128389.1
ENSDART00000075340	NM_001017795.2
ENSDART00000015833	NM_131436.1
ENSDART00000123601	NM_213127.1
ENSDART00000130549	NM_001130400.1
ENSDART00000104546	NM_001040365.1
ENSDART00000059013	NM_001002527.3
ENSDART00000134940	NM_131143.1
ENSDART00000018155	NM_001017804.1
ENSDART00000077389	NM_001080180.1
ENSDART00000102789	NM_001008780.1
ENSDART00000162835	NM_001083813.1
ENSDART00000163269	NM_001128706.1
ENSDART00000049154	NM_001024627.2
ENSDART00000079050	NM_001006000.3
ENSDART00000173152	NM_001076626.2
ENSDART00000160433	NM_001004289.1
ENSDART00000065467	NM_131602.1
ENSDART00000170547	NM_001308551.1
ENSDART00000114728	NM_001099234.1
ENSDART00000159301	NM_001076626.2
ENSDART00000066439	NM_001008652.1
ENSDART00000128715	NM_001017849.2
ENSDART00000101246	NM_200037.2
ENSDART00000085298	NM_001145595.1
ENSDART00000140361	NM_001020597.1
ENSDART00000080100	NM_001328436.1
ENSDART00000142244	NM_199773.1
ENSDART00000132329	NM_001007449.1
ENSDART00000055047	NM_001017630.1
ENSDART00000034704	NM_213722.1
ENSDART00000062618	NM_182863.1
ENSDART00000032389	NM_200244.1
ENSDART00000077951	NM_200460.1
ENSDART00000035093	NM_212579.1
ENSDART00000098010	NM_001128367.1
ENSDART00000167510	NM_001002739.1
ENSDART00000111805	NM_001045400.2
ENSDART00000128707	NM_001083063.2
ENSDART00000143804	NM_001044957.2
ENSDART00000066359	NM_001200059.1
ENSDART00000089465	NM_001079960.2
ENSDART00000023851	NM_001004569.1
ENSDART00000078250	NM_001172629.1
ENSDART00000060246	NM_199610.2
ENSDART00000065755	NM_001007370.1
ENSDART00000169220	NM_001045085.1
ENSDART00000123203	NM_001020624.1
ENSDART00000129161	NM_001256028.1
ENSDART00000112243	NM_001002650.1
ENSDART00000127331	NM_001109826.2
ENSDART00000128924	NM_001128578.1
ENSDART00000025549	NM_001002623.1
ENSDART00000012194	NM_131235.2
ENSDART00000008038	NM_200936.1
ENSDART00000006795	NM_001144979.1
ENSDART00000010211	NM_200766.1
ENSDART00000014979	NM_131265.1
ENSDART00000162282	NM_001258227.1
ENSDART00000162819	NM_214820.1
ENSDART00000051312	NM_001002722.1
ENSDART00000150153	NM_001040369.1
ENSDART00000166027	NM_001198661.2
ENSDART00000139632	NM_001126452.1
ENSDART00000082046	NM_001327813.1
ENSDART00000030934	NM_001037401.1
ENSDART00000122639	NM_131779.1
ENSDART00000105461	NM_201014.1
ENSDART00000099735	NM_001040384.1
ENSDART00000165144	NM_001327928.1
ENSDART00000087960	NM_001080165.2
ENSDART00000137798	NM_001076762.2
ENSDART00000171834	NM_001126430.1
ENSDART00000062795	NM_001080188.1
ENSDART00000165609	NM_205740.1
ENSDART00000019136	NM_001007135.2
ENSDART00000015000	NM_001017842.1
ENSDART00000163045	NM_001081691.2
ENSDART00000001795	NM_001089498.1
ENSDART00000066500	NM_199674.2
ENSDART00000075953	NM_001305560.1
ENSDART00000171450	NM_001025527.2
ENSDART00000169810	NM_199674.2
ENSDART00000091351	NM_001077803.3
ENSDART00000157903	NM_001326364.1
ENSDART00000077941	NM_001003609.2
ENSDART00000166476	NM_131557.2
ENSDART00000090934	NM_001080047.1
ENSDART00000098132	NM_001077340.1
ENSDART00000027545	NM_200892.1
ENSDART00000079558	NM_001045208.1
ENSDART00000137315	NM_001002325.1
ENSDART00000134360	NM_001159586.2
ENSDART00000138183	NM_131680.1
ENSDART00000138183	NM_001328540.1
ENSDART00000008785	NM_199986.1
ENSDART00000104493	NM_213118.1
ENSDART00000110429	NM_001135980.1
ENSDART00000055329	NM_001159586.2
ENSDART00000101658	NM_001281923.1
ENSDART00000023208	NM_001017836.1
ENSDART00000161689	NM_131557.2
ENSDART00000020183	NM_001044844.1
ENSDART00000168243	NM_001115052.2
ENSDART00000122369	NM_131159.1
ENSDART00000165082	NM_001281924.1
ENSDART00000078373	NM_201457.1
ENSDART00000105768	NM_001077583.2
ENSDART00000082577	NM_001111154.1
ENSDART00000171138	NM_001044852.1
ENSDART00000046981	NM_001017870.1
ENSDART00000088917	NM_001045000.1
ENSDART00000034935	NM_001003532.1
ENSDART00000002965	NM_131159.1
ENSDART00000160766	NM_001077391.1
ENSDART00000007090	NM_131058.1
ENSDART00000004286	NM_001004632.1
ENSDART00000103798	NM_131597.1
ENSDART00000019413	NM_001013459.1
ENSDART00000016502	NM_212667.1
ENSDART00000103257	NM_001104936.2
ENSDART00000025423	NM_213053.2
ENSDART00000144069	NM_183345.1
ENSDART00000140193	NM_001013543.2
ENSDART00000040434	NM_200577.1
ENSDART00000003922	NM_001014303.1
ENSDART00000081693	NM_001128416.1
ENSDART00000103487	NM_001128737.1
ENSDART00000009564	NM_201196.1
ENSDART00000043802	NM_001003880.1
ENSDART00000081700	NM_001128375.1
ENSDART00000124843	NM_001044926.1
ENSDART00000012820	NM_199694.1
ENSDART00000077895	NM_001012498.2
ENSDART00000123352	NM_001013459.1
ENSDART00000023323	NM_001114568.1
ENSDART00000163025	NM_001007439.1
ENSDART00000098284	NM_001045270.2
ENSDART00000041007	NM_001017850.1
ENSDART00000065842	NM_001040049.1
ENSDART00000017750	NM_001025183.1
ENSDART00000041858	NM_212575.2
ENSDART00000055152	NM_001002548.1
ENSDART00000078649	NM_001126434.1
ENSDART00000081477	NM_200373.1
ENSDART00000134347	NM_001020714.1
ENSDART00000124346	NM_131520.2
ENSDART00000172862	NM_001326474.1
ENSDART00000100925	NM_131560.3
ENSDART00000164874	NM_199961.1
ENSDART00000166251	NM_214712.1
ENSDART00000002075	NM_001199300.1
ENSDART00000006923	NM_200218.1
ENSDART00000134452	NM_001123298.1
ENSDART00000005496	NM_001002738.1
ENSDART00000058324	NM_001017910.1
ENSDART00000129423	NM_001007439.1
ENSDART00000147868	NM_001114628.1
ENSDART00000077341	NM_001045269.1
ENSDART00000159598	NM_200311.1
ENSDART00000147068	NM_001044849.1
ENSDART00000048599	NM_200750.1
ENSDART00000150389	NM_001083086.1
ENSDART00000047624	NM_212683.2
ENSDART00000067537	NM_201500.1
ENSDART00000055609	NM_001103192.1
ENSDART00000131677	NM_001077390.2
ENSDART00000102798	NM_001162847.1
ENSDART00000157978	NM_001089371.1
ENSDART00000016709	NM_001017884.1
ENSDART00000097359	NM_001205027.1
ENSDART00000167810	NM_001077724.1
ENSDART00000101126	NM_199618.1
ENSDART00000012888	NM_199757.1
ENSDART00000103480	NM_001089533.1
ENSDART00000062024	NM_001166211.1
ENSDART00000051185	NM_205673.1
ENSDART00000015193	NM_213457.1
ENSDART00000149260	NM_199560.1
ENSDART00000165721	NM_001007390.1
ENSDART00000126129	NM_001109715.1
ENSDART00000002886	NM_001006077.1
ENSDART00000034555	NM_001003876.1
ENSDART00000066430	NM_212620.1
ENSDART00000112079	NM_001110382.1
ENSDART00000091777	NM_001163837.1
ENSDART00000038294	NM_001080036.1
ENSDART00000126027	NM_212848.2
ENSDART00000064633	NM_212741.1
ENSDART00000075966	NM_212848.2
ENSDART00000149254	NM_001122844.1
ENSDART00000021736	NM_001005966.2
ENSDART00000143248	NM_200288.2
ENSDART00000167132	NM_001103193.2
ENSDART00000137633	NM_001083090.1
ENSDART00000174079	NM_001127253.1
ENSDART00000067332	NM_205690.2
ENSDART00000079092	NM_001082990.1
ENSDART00000152355	NM_001083838.1
ENSDART00000090427	NM_001130646.1
ENSDART00000059366	NM_001105683.1
ENSDART00000161570	NM_200007.1
ENSDART00000161503	NM_001002075.1
ENSDART00000130761	NM_205736.2
ENSDART00000133516	NM_001163918.1
ENSDART00000148927	NM_194385.1
ENSDART00000100105	NM_001044986.1
ENSDART00000126018	NM_001030131.2
ENSDART00000144237	NM_001100055.1
ENSDART00000020529	NM_131094.1
ENSDART00000077029	NM_001102389.2
ENSDART00000063578	NM_001044939.1
ENSDART00000128345	NM_001166335.1
ENSDART00000105099	NM_001144795.1
ENSDART00000016167	NM_200141.2
ENSDART00000104009	NM_001089583.1
ENSDART00000106147	NM_001327986.1
ENSDART00000092479	NM_001128685.2
ENSDART00000134661	NM_001024462.1
ENSDART00000153310	NM_001308825.1
ENSDART00000103663	NM_001077431.1
ENSDART00000027329	NM_131585.1
ENSDART00000058685	NM_001039635.1
ENSDART00000008099	NM_001002394.1
ENSDART00000044357	NM_001003773.1
ENSDART00000054411	NM_199897.1
ENSDART00000132995	NM_213130.2
ENSDART00000064156	NM_001089540.2
ENSDART00000064156	NM_001045152.2
ENSDART00000131174	NM_001039172.1
ENSDART00000010683	NM_001002745.1
ENSDART00000021266	NM_201197.1
ENSDART00000135774	NM_001128277.1
ENSDART00000056305	NM_131553.1
ENSDART00000021120	NM_001077725.1
ENSDART00000130142	NM_001122972.1
ENSDART00000006612	NM_001115090.2
ENSDART00000150131	NM_001159909.1
ENSDART00000020638	NM_001003616.1
ENSDART00000160195	NM_199916.1
ENSDART00000138003	NM_001128404.1
ENSDART00000160950	NM_001168265.1
ENSDART00000061365	NM_001009884.1
ENSDART00000158355	NM_212841.1
ENSDART00000091628	NM_001077369.2
ENSDART00000142129	NM_001327859.1
ENSDART00000137795	NM_212802.1
ENSDART00000103519	NM_001083006.1
ENSDART00000080832	NM_001045397.1
ENSDART00000025153	NM_131211.1
ENSDART00000149391	NM_213281.1
ENSDART00000010104	NM_001001406.1
ENSDART00000020054	NM_001005580.2
ENSDART00000020999	NM_001014820.1
ENSDART00000046268	NM_001033918.2
ENSDART00000158917	NM_001326523.1
ENSDART00000058620	NM_199838.1
ENSDART00000104004	NM_001045065.1
ENSDART00000080628	NM_001002114.1
ENSDART00000133976	NM_201138.1
ENSDART00000040645	NM_213137.1
ENSDART00000101124	NM_001045405.2
ENSDART00000075673	NM_001113508.1
ENSDART00000065880	NM_001004666.1
ENSDART00000131286	NM_001128415.1
ENSDART00000057378	NM_205658.1
ENSDART00000161128	NM_001044903.1
ENSDART00000126598	NM_201588.1
ENSDART00000049514	NM_001161351.1
ENSDART00000049514	NM_001281826.1
ENSDART00000080042	NM_001045428.1
ENSDART00000100633	NM_131012.1
ENSDART00000100633	NM_001313694.1
ENSDART00000138081	NM_001100074.1
ENSDART00000090611	NM_201116.1
ENSDART00000012483	NM_001008600.1
ENSDART00000169599	NM_001082829.2
ENSDART00000140711	NM_001328258.1
ENSDART00000020786	NM_201074.2
ENSDART00000078660	NM_001327894.1
ENSDART00000111409	NM_200611.1
ENSDART00000161377	NM_001009898.1
ENSDART00000078703	NM_001202527.1
ENSDART00000012478	NM_205594.1
ENSDART00000157512	NM_001082815.1
ENSDART00000160013	NM_001012492.2
ENSDART00000004071	NM_194390.2
ENSDART00000162537	NM_001008484.1
ENSDART00000174242	NM_001130815.1
ENSDART00000125370	NM_205594.1
ENSDART00000066896	NM_001002463.1
ENSDART00000169764	NM_001327829.1
ENSDART00000051313	NM_213132.1
ENSDART00000129211	NM_001007295.1
ENSDART00000168636	NM_001080026.1
ENSDART00000160578	NM_001013349.1
ENSDART00000021550	NM_200474.1
ENSDART00000149812	NM_001114744.1
ENSDART00000015723	NM_131855.2
ENSDART00000081918	NM_001256219.1
ENSDART00000033947	NM_001040327.1
ENSDART00000114446	NM_001003493.1
ENSDART00000062003	NM_131806.1
ENSDART00000101263	NM_213530.1
ENSDART00000005853	NM_001002500.2
ENSDART00000054059	NM_001020703.2
ENSDART00000058774	NM_001002434.1
ENSDART00000013432	NM_001017648.1
ENSDART00000152998	NM_001130772.1
ENSDART00000162777	NM_001008635.1
ENSDART00000126154	NM_205748.2
ENSDART00000138638	NM_001326572.1
ENSDART00000114408	NM_001020777.1
ENSDART00000130736	NM_001326573.1
ENSDART00000067629	NM_001005599.1
ENSDART00000035538	NM_213181.1
ENSDART00000127436	NM_001002696.1
ENSDART00000004727	NM_001102618.1
ENSDART00000004727	NM_001109843.1
ENSDART00000055567	NM_001098193.1
ENSDART00000048383	NM_200523.1
ENSDART00000123117	NM_213322.1
ENSDART00000134684	NM_001100019.1
ENSDART00000049831	NM_001002143.2
ENSDART00000065239	NM_200761.1
ENSDART00000011283	NM_212820.1
ENSDART00000167259	NM_001082841.1
ENSDART00000081584	NM_001100097.1
ENSDART00000037455	NM_001006017.1
ENSDART00000123820	NM_001089418.1
ENSDART00000050420	NM_200444.1
ENSDART00000128047	NM_200820.1
ENSDART00000051586	NM_001039926.1
ENSDART00000124627	NM_200304.1
ENSDART00000082296	NM_001039629.1
ENSDART00000058290	NM_213187.1
ENSDART00000169653	NM_001007762.1
ENSDART00000121997	NM_001311793.1
ENSDART00000077612	NM_001001841.3
ENSDART00000008009	NM_001328162.1
ENSDART00000132255	NM_001256602.1
ENSDART00000044876	NM_213436.1
ENSDART00000054689	NM_001079991.2
ENSDART00000113837	NM_173239.1
ENSDART00000085824	NM_001103120.1
ENSDART00000083684	NM_001278808.1
ENSDART00000046297	NM_001030283.1
ENSDART00000009971	NM_001122855.2
ENSDART00000123625	NM_001161400.1
ENSDART00000127453	NM_001001849.1
ENSDART00000166065	NM_173260.1
ENSDART00000087418	NM_001076660.1
ENSDART00000022959	NM_200724.1
ENSDART00000131508	NM_213264.2
ENSDART00000042082	NM_001077577.3
ENSDART00000067106	NM_001004616.2
ENSDART00000138834	NM_001110025.1
ENSDART00000035031	NM_199212.1
ENSDART00000046863	NM_001122712.1
ENSDART00000023336	NM_001003728.1
ENSDART00000067689	NM_001161732.1
ENSDART00000013690	NM_001100436.2
ENSDART00000023766	NM_200923.2
ENSDART00000012132	NM_213253.1
ENSDART00000052730	NM_001002079.1
ENSDART00000144335	NM_001113337.2
ENSDART00000059514	NM_183342.2
ENSDART00000168248	NM_199587.1
ENSDART00000125361	NM_001161333.1
ENSDART00000102993	NM_207071.1
ENSDART00000006580	NM_001257192.1
ENSDART00000111024	NM_001114896.1
ENSDART00000002764	NM_001003879.2
ENSDART00000114563	NM_213447.1
ENSDART00000158551	NM_001128358.1
ENSDART00000007512	NM_200801.1
ENSDART00000056453	NM_001098257.2
ENSDART00000082434	NM_199567.1
ENSDART00000105427	NM_001043321.1
ENSDART00000018469	NM_001145580.1
ENSDART00000159481	NM_001308605.1
ENSDART00000012873	NM_207062.1
ENSDART00000050902	NM_001024400.1
ENSDART00000022356	NM_001037386.2
ENSDART00000042194	NM_153670.1
ENSDART00000099738	NM_199479.2
ENSDART00000007700	NM_001110519.1
ENSDART00000164329	NM_001291498.1
ENSDART00000130712	NM_001009586.1
ENSDART00000018049	NM_001003544.2
ENSDART00000142575	NM_001002440.2
ENSDART00000169083	NM_001034974.3
ENSDART00000046283	NM_152956.1
ENSDART00000027301	NM_001128346.1
ENSDART00000098500	NM_001098182.1
ENSDART00000024578	NM_001017688.1
ENSDART00000092773	NM_001003778.2
ENSDART00000074212	NM_001007175.1
ENSDART00000091105	NM_001328051.1
ENSDART00000039028	NM_001020523.1
ENSDART00000172530	NM_001020579.1
ENSDART00000161585	NM_001077380.1
ENSDART00000013604	NM_001044864.1
ENSDART00000023454	NM_199899.2
ENSDART00000140908	NM_001080807.1
ENSDART00000015267	NM_001020731.1
ENSDART00000133487	NM_001328202.1
ENSDART00000168601	NM_001080621.1
ENSDART00000061016	NM_199924.1
ENSDART00000002554	NM_001002345.1
ENSDART00000130206	NM_001007312.1
ENSDART00000104866	NM_001002474.1
ENSDART00000168683	NM_001326544.1
ENSDART00000099839	NM_001128281.1
ENSDART00000016283	NM_199592.1
ENSDART00000165824	NM_001077277.2
ENSDART00000140495	NM_001044827.1
ENSDART00000128659	NM_001009589.1
ENSDART00000040502	NM_001327747.1
ENSDART00000148317	NM_001328142.1
ENSDART00000036280	NM_200415.1
ENSDART00000026992	NM_213122.2
ENSDART00000137734	NM_001114915.1
ENSDART00000067374	NM_213421.2
ENSDART00000067374	NM_001328580.1
ENSDART00000007458	NM_201005.1
ENSDART00000003940	NM_201454.2
ENSDART00000099724	NM_001126419.1
ENSDART00000046781	NM_213037.1
ENSDART00000109785	NM_001245969.1
ENSDART00000125485	NM_001080700.1
ENSDART00000040116	NM_001039805.2
ENSDART00000078336	NM_001077178.2
ENSDART00000041805	NM_001009983.2
ENSDART00000150409	NM_001328579.1
ENSDART00000150409	NM_001328578.1
ENSDART00000055675	NM_001020492.2
ENSDART00000028003	NM_200274.1
ENSDART00000105788	NM_001045311.1
ENSDART00000026907	NM_001003886.1
ENSDART00000062360	NM_001003859.1
ENSDART00000062360	NM_001313687.1
ENSDART00000075150	NM_131342.2
ENSDART00000058007	NM_001007343.1
ENSDART00000054889	NM_001008483.1
ENSDART00000027345	NM_213337.2
ENSDART00000124485	NM_001009595.1
ENSDART00000100726	NM_001128556.1
ENSDART00000163860	NM_131439.2
ENSDART00000080770	NM_001003522.1
ENSDART00000162194	NM_001024127.1
ENSDART00000067371	NM_001013331.2
ENSDART00000024691	NM_213495.1
ENSDART00000171200	NM_001320382.1
ENSDART00000020541	NM_213404.1
ENSDART00000123972	NM_001081629.2
ENSDART00000123375	NM_001013331.2
ENSDART00000024576	NM_201469.1
ENSDART00000065671	NM_001020614.1
ENSDART00000036668	NM_200033.1
ENSDART00000066929	NM_001042744.2
ENSDART00000170234	NM_207082.1
ENSDART00000008696	NM_001004121.1
ENSDART00000001201	NM_201106.1
ENSDART00000157516	NM_001012658.2
ENSDART00000155996	NM_001311794.1
ENSDART00000126118	NM_001037397.1
ENSDART00000081590	NM_001311792.1
ENSDART00000056381	NM_001025297.1
ENSDART00000078021	NM_131502.1
ENSDART00000100602	NM_001128260.1
ENSDART00000056962	NM_001003869.1
ENSDART00000076009	NM_001089437.1
ENSDART00000016230	NM_001004495.1
ENSDART00000160205	NM_001009591.1
ENSDART00000163797	NM_001044868.1
ENSDART00000174373	NM_199687.1
ENSDART00000056642	NM_213298.2
ENSDART00000007271	NM_199884.1
ENSDART00000173374	NM_001002171.1
ENSDART00000027811	NM_205540.1
ENSDART00000004585	NM_001002380.1
ENSDART00000167453	NM_199687.1
ENSDART00000140347	NM_001044927.1
ENSDART00000172771	NM_001002171.1
ENSDART00000160660	NM_001009590.1
ENSDART00000150490	NM_001083089.1
ENSDART00000010903	NM_001030113.1
ENSDART00000098360	NM_001004561.1
ENSDART00000125674	NM_001009596.1
ENSDART00000055676	NM_001007333.1
ENSDART00000161729	NM_001002299.2
ENSDART00000081870	NM_001009593.1
ENSDART00000081870	NM_001009594.1
ENSDART00000103064	NM_001082795.1
ENSDART00000114795	NM_001123063.1
ENSDART00000104248	NM_001080682.1
ENSDART00000050456	NM_001130399.1
ENSDART00000131177	NM_001168350.1
ENSDART00000105658	NM_001163897.1
ENSDART00000166435	NM_001327838.1
ENSDART00000101623	NM_001039642.1
ENSDART00000074073	NM_001326370.1
ENSDART00000074073	NM_001326371.1
ENSDART00000148436	NM_001003753.1
ENSDART00000162750	NM_001111201.1
ENSDART00000108900	NM_001302242.1
ENSDART00000091099	NM_001077258.1
ENSDART00000098319	NM_213072.2
ENSDART00000137696	NM_001048064.2
ENSDART00000146061	NM_001017573.2
ENSDART00000013066	NM_201582.1
ENSDART00000141404	NM_001007163.2
ENSDART00000109665	NM_201488.1
ENSDART00000158953	NM_001166323.1
ENSDART00000160206	NM_001001729.1
ENSDART00000140695	NM_001017574.1
ENSDART00000004553	NM_153654.2
ENSDART00000077958	NM_001018227.1
ENSDART00000063096	NM_001143977.1
ENSDART00000127773	NM_212630.1
ENSDART00000060853	NM_001005994.1
ENSDART00000157402	NM_212857.1
ENSDART00000036302	NM_001040242.1
ENSDART00000162657	NM_201153.1
ENSDART00000030946	NM_213410.1
ENSDART00000152789	NM_001111157.1
ENSDART00000101775	NM_181765.2
ENSDART00000054891	NM_001009592.1
ENSDART00000077539	NM_001105126.2
ENSDART00000064772	NM_001006102.1
ENSDART00000014983	NM_213638.1
ENSDART00000057948	NM_183410.2
ENSDART00000145336	NM_131077.1
ENSDART00000022413	NM_198813.1
ENSDART00000011727	NM_001002710.1
ENSDART00000162555	NM_001077308.1
ENSDART00000087450	NM_001076772.1
ENSDART00000079656	NM_001024428.1
ENSDART00000128781	NM_001161484.1
ENSDART00000139936	NM_001100959.1
ENSDART00000007321	NM_001113602.1
ENSDART00000032857	NM_001002095.1
ENSDART00000168625	NM_212849.1
ENSDART00000025847	NM_212859.2
ENSDART00000168638	NM_001256631.1
ENSDART00000141618	NM_200926.1
ENSDART00000043180	NM_198360.2
ENSDART00000168899	NM_001109736.1
ENSDART00000048144	NM_212595.1
ENSDART00000113031	NM_001328190.1
ENSDART00000055810	NM_201142.1
ENSDART00000174354	NM_200626.1
ENSDART00000167997	NM_001024117.1
ENSDART00000063837	NM_200959.2
ENSDART00000098639	NM_199804.1
ENSDART00000169944	NM_001281973.1
ENSDART00000167219	NM_001024124.1
ENSDART00000114748	NM_001114553.3
ENSDART00000006892	NM_214814.1
ENSDART00000142112	NM_001202424.1
ENSDART00000078664	NM_001320174.1
ENSDART00000078664	NM_001080069.1
ENSDART00000105952	NM_001080182.1
ENSDART00000169773	NM_200626.1
ENSDART00000018528	NM_200698.2
ENSDART00000007806	NM_199635.1
ENSDART00000155280	NM_001077553.1
ENSDART00000045479	NM_199948.1
ENSDART00000149574	NM_001037693.1
ENSDART00000149574	NM_001328144.1
ENSDART00000112839	NM_001256159.1
ENSDART00000154696	NM_001166238.2
ENSDART00000061327	NM_131547.1
ENSDART00000061327	NM_001126444.1
ENSDART00000091519	NM_001114591.1
ENSDART00000074960	NM_001083823.2
ENSDART00000129653	NM_001144056.1
ENSDART00000075940	NM_131395.1
ENSDART00000100931	NM_001002140.1
ENSDART00000100194	NM_201109.1
ENSDART00000140764	NM_001082865.1
ENSDART00000162317	NM_212599.1
ENSDART00000066382	NM_001004661.1
ENSDART00000132431	NM_001328597.1
ENSDART00000160464	NM_001023578.1
ENSDART00000149600	NM_001128798.1
ENSDART00000079068	NM_214792.1
ENSDART00000160754	NM_001020804.1
ENSDART00000048395	NM_131692.1
ENSDART00000063825	NM_198981.2
ENSDART00000018328	NM_200106.1
ENSDART00000058380	NM_001003850.1
ENSDART00000098850	NM_200128.1
ENSDART00000123518	NM_194388.2
ENSDART00000081969	NM_001037687.1
ENSDART00000160925	NM_001024111.1
ENSDART00000143761	NM_001007428.1
ENSDART00000040680	NM_212867.1
ENSDART00000008593	NM_200295.1
ENSDART00000126397	NM_001002348.1
ENSDART00000161107	NM_001024109.1
ENSDART00000136229	NM_001328598.1
ENSDART00000067531	NM_001002597.2
ENSDART00000009545	NM_001002222.2
ENSDART00000017349	NM_001044855.2
ENSDART00000016071	NM_200111.1
ENSDART00000009277	NM_001190982.1
ENSDART00000097650	NM_001045416.1
ENSDART00000052942	NM_001017564.1
ENSDART00000132087	NM_001346224.1
ENSDART00000015139	NM_200129.1
ENSDART00000140770	NM_001161360.1
ENSDART00000028087	NM_201186.1
ENSDART00000109418	NM_001079969.1
ENSDART00000008692	NM_001044836.1
ENSDART00000009788	NM_173258.1
ENSDART00000113910	NM_001123274.1
ENSDART00000053936	NM_200513.1
ENSDART00000005090	NM_200625.1
ENSDART00000050077	NM_214798.1
ENSDART00000063817	NM_001044981.1
ENSDART00000106704	NM_001009588.1
ENSDART00000148188	NM_001020707.1
ENSDART00000166098	NM_200625.1
ENSDART00000135215	NM_001077730.1
ENSDART00000127502	NM_001145768.1
ENSDART00000168350	NM_001161378.1
ENSDART00000044150	NM_001002433.1
ENSDART00000010026	NM_001130771.1
ENSDART00000040073	NM_173279.1
ENSDART00000166393	NM_198371.2
ENSDART00000028941	NM_001030114.1
ENSDART00000163077	NM_212658.1
ENSDART00000004462	NM_212968.1
ENSDART00000011570	NM_001007425.1
ENSDART00000160622	NM_001327904.1
ENSDART00000043429	NM_001089364.1
ENSDART00000130299	NM_001130779.1
ENSDART00000113816	NM_001007425.1
ENSDART00000090234	NM_001045303.1
ENSDART00000156080	NM_001001823.1
ENSDART00000058507	NM_001111082.1
ENSDART00000028955	NM_001001823.1
ENSDART00000084378	NM_001045299.1
ENSDART00000022526	NM_001020769.1
ENSDART00000003634	NM_131662.1
ENSDART00000056294	NM_213487.1
ENSDART00000063251	NM_001006043.1
ENSDART00000169182	NM_001110471.1
ENSDART00000078137	NM_001002578.1
ENSDART00000158703	NM_200590.1
ENSDART00000160410	NM_001100018.1
ENSDART00000103169	NM_001285536.1
ENSDART00000079001	NM_001017793.1
ENSDART00000155410	NM_131130.1
ENSDART00000010282	NM_194379.1
ENSDART00000102823	NM_001327940.1
ENSDART00000027000	NM_131084.1
ENSDART00000092679	NM_001089467.1
ENSDART00000011004	NM_001002713.1
ENSDART00000113299	NM_001014305.1
ENSDART00000164359	NM_173235.3
ENSDART00000044361	NM_205628.2
ENSDART00000066897	NM_001006015.1
ENSDART00000027304	NM_001044841.2
ENSDART00000162269	NM_001105665.1
ENSDART00000134125	NM_001170819.1
ENSDART00000052989	NM_131846.1
ENSDART00000163426	NM_001017671.1
ENSDART00000133523	NM_001127512.1
ENSDART00000132892	NM_001003765.2
ENSDART00000164519	NM_001023577.1
ENSDART00000136200	NM_001098738.1
ENSDART00000020884	NM_001004670.1
ENSDART00000065670	NM_212709.1
ENSDART00000159052	NM_001328105.1
ENSDART00000057819	NM_212570.1
ENSDART00000099467	NM_001076555.1
ENSDART00000062629	NM_001045160.1
ENSDART00000078580	NM_001037381.1
ENSDART00000078980	NM_001002129.2
ENSDART00000101120	NM_001002422.1
ENSDART00000172847	NM_001142586.1
ENSDART00000037698	NM_199764.2
ENSDART00000005217	NM_201287.1
ENSDART00000162482	NM_001080000.1
ENSDART00000006079	NM_001008644.2
ENSDART00000166657	NM_001193540.1
ENSDART00000164947	NM_001100954.1
ENSDART00000102027	NM_001018153.1
ENSDART00000104717	NM_212993.1
ENSDART00000004504	NM_173274.1
ENSDART00000008959	NM_201190.1
ENSDART00000085165	NM_001113479.1
ENSDART00000126785	NM_200992.2
ENSDART00000078634	NM_213262.1
ENSDART00000140988	NM_200398.2
ENSDART00000066294	NM_001002515.1
ENSDART00000172513	NM_001024128.1
ENSDART00000105165	NM_001040050.1
ENSDART00000131693	NM_001190303.1
ENSDART00000157769	NM_001012656.2
ENSDART00000013768	NM_001004589.1
ENSDART00000160881	NM_001024126.1
