tracking ID,0h,2h,4h,6h,8h,gene length,gene group
ccnt2b,169.52,157.907,187.96,165.075,122.332,3074,1
ccnyl1,34.6498,34.3365,34.5868,13.7378,10.7073,1399,5
ccpg1,7.18406,7.1081,8.67546,4.03094,3.00804,584,5
ccr10,0.14685,0.110032,1.12053,2.25207,3.6398,2547,3
ccr6a,0.976963,1.7054,1.48958,1.97935,1.69723,1231,0
ccs,12.985,9.70867,6.01828,5.27089,4.46818,879,2
ccsapb,13.188,20.8162,19.1313,4.63628,7.65054,2474,5
cct3,232.167,260.031,231.507,276.682,417.313,1964,0
cct4,135.023,127.401,101.895,145.328,248.442,1872,0
cct5,135.779,119.491,87.5477,117.094,214.484,1872,0
cct6a,221.835,228.222,201.071,195.742,378.664,1901,0
cct7,94.2661,98.7571,114.398,130.412,173.596,2072,0
cct8,246.22,248.332,297.637,291.734,281.824,1892,1
ccz1,61.2439,68.3122,36.8774,20.8349,18.8061,2010,2
cd151,0.280394,0.544188,0.374996,1.14342,0.829089,1402,4
cd151l,111.729,117.174,59.6421,19.7707,22.131,1236,2
cd164,17.8672,18.5149,14.9484,15.1277,20.7892,1703,1
cd209,12.6758,13.4479,7.83277,2.24733,0.613246,1455,2
cd247,0,2.63836,4.52823,0,1.68371,230,5
cd247l,0.91651,0.427632,0.395574,0.35766,1.33737,759,3
cd276,2.5228,5.7942,6.50424,6.00911,7.29903,2060,0
cd2ap,6.95785,6.19446,5.48669,6.59154,10.1229,2757,0
cd2bp2,13.1977,13.0845,19.6112,19.0857,14.7308,1367,1
cd36,0.127891,0.292369,0.222754,1.61171,12.28,1697,3
cd40,1.30604,1.05926,1.50872,2.0636,1.91276,1577,0
cd63,1.62216,2.17067,2.96535,7.50973,15.9474,1168,3
cd74b,0.506841,0.497972,0.641197,1.3122,2.04491,1032,3
cd81a,1.01932,0.932424,1.27949,18.6601,39.1982,3829,3
cd82a,0.901457,0.996494,1.14266,31.092,71.0694,1995,3
cd82b,168.273,189.526,203.633,36.0841,9.14626,2972,5
cd99,8.82126,11.1153,8.98803,8.19993,4.84121,1782,1
cd99l2,0.69754,0.259595,0.429217,11.8084,64.7363,1006,3
cd9a,1.21584,1.62014,1.52726,3.34158,3.73151,1108,0
cd9b,162.793,168.087,153.538,172.751,208.786,1125,1
cdadc1,2.7693,2.79324,2.90161,0.88465,1.23595,1640,5
cdc123,22.4688,26.7248,15.8527,9.93695,13.1308,1376,2
cdc14aa,2.29342,3.29226,2.86561,0.703558,0.353659,2186,5
cdc14ab,14.8628,15.161,14.4475,13.7485,17.7011,1533,1
cdc14b,221.056,256.185,238.403,112.163,121.593,1976,5
cdc16,82.8607,89.9115,89.726,37.3375,27.7616,2159,5
cdc20,668.329,757.32,749.5,466.688,283.393,2202,5
cdc23,46.4955,52.4696,40.0437,43.6196,57.7992,1953,1
cdc25b,31.7066,27.6154,40.3615,37.462,22.092,3041,1
cdc25d,48.7281,37.2327,49.1362,113.288,238.36,1457,3
cdc26,60.633,67.37,46.1774,64.8852,99.6172,560,0
cdc27,142.812,137.587,143.052,74.5365,30.895,2975,5
cdc34a,159.325,181.219,221.791,134.51,9.42529,1832,5
cdc34b,101.833,111.229,126.334,159.664,109.182,2438,1
cdc37l1,173.063,206.815,181.194,42.817,28.8035,1455,5
cdc40,83.549,64.1462,70.2531,61.7968,58.4244,1994,1
cdc42,25.2341,21.4185,27.1312,22.8784,19.8375,2774,1
cdc42bpb,10.5973,9.17631,10.7264,6.66556,5.25971,5248,1
cdc42ep1b,23.0471,16.8556,16.6818,13.9904,24.0584,1598,1
cdc42ep2,40.9622,45.5857,42.2283,8.09782,3.7555,1481,5
cdc42ep4a,8.49919,8.41262,5.8345,3.63944,23.8672,1850,3
cdc42l,198.178,217.325,266.293,362.587,381.713,576,0
cdc42l2,2.08862,2.02502,1.43055,1.20327,1.16628,1591,1
cdc42se1,115.113,115.719,133.386,77.1164,27.5073,2167,5
cdc45,179.192,190.616,89.9838,24.8399,29.6399,2179,2
cdc5l,142.488,133.89,138.311,145.063,130.775,2789,1
cdc6,117.511,120.298,168.238,149.782,65.4437,2139,1
cdc7,115.665,127.749,90.3899,42.1185,32.7132,1741,5
cdc73,71.5303,83.2428,92.187,58.6775,52.5936,2748,1
cdca4,52.6219,50.7606,44.5041,62.4043,52.6065,2391,1
cdca5,48.674,50.1611,56.2493,51.2045,53.8986,1655,1
cdca7a,671.096,668.509,853.309,716.84,306.295,1635,1
cdca8,481.406,506.217,399.862,362.963,284.173,1865,1
cdca9,468.777,454.664,189.372,14.6085,3.42693,924,2
cdcp1a,14.2387,31.1341,26.5116,38.6338,53.6228,2592,0
cdh1,347.898,369.741,421.107,439.207,261.868,3292,1
cdh11,0.665574,0.456637,0.247901,0.301105,2.01758,2741,3
cdh17,0.463233,0.737512,0.745942,1.32267,1.73589,3325,0
cdh18a,1.99423,1.89312,1.90036,0.466758,0.0898172,1561,5
cdh2,1.86998,1.50858,2.01586,15.5194,57.3184,4671,3
cdh23,1.2162,1.08766,1.15701,0.891221,0.868834,10886,1
cdh4,2.26999,1.61943,0.947454,1.40676,1.1422,4924,1
cdh6,0.194167,0.309131,0.298665,26.8436,78.5144,4191,3
cdhr1a,0.266,0.443097,0.492583,1.09576,2.14607,3814,3
cdip1,16.778,11.6227,13.7328,3.43028,1.5746,1886,2
cdipt,45.8466,55.648,64.6537,46.7636,9.836,1486,5
cdk1,178.16,175.271,66.5099,81.3512,131.633,1367,1
cdk10,23.8257,26.3023,26.99,16.6475,9.88519,1281,5
cdk11b,55.4372,45.2137,59.6788,71.8384,63.312,3009,0
cdk14,16.9057,18.2925,15.2585,7.36527,4.3183,1060,5
cdk17,30.7385,27.6541,34.7223,17.3176,9.49072,1921,5
cdk2,156.188,162.704,177.334,74.8518,53.6571,1601,5
cdk20,3.70193,2.67352,2.60354,1.47632,1.84005,1482,5
cdk2ap2,31.9177,35.0427,35.2639,44.9871,40.7167,878,1
cdk4,7.7059,4.57959,5.22834,7.026,7.26841,1063,0
cdk5,60.2671,65.1704,52.6829,16.5185,17.1805,2864,5
cdk5r1a,0.325644,0.152526,1.83886,3.22791,0.479394,994,4
cdk5r2b,1.67194,0.783034,1.66202,1.95353,2.53706,2598,0
cdk5rap1,26.5846,26.1961,10.5655,2.82926,3.11982,1958,2
cdk5rap3,60.9806,60.1177,59.4632,26.8788,5.18547,1686,5
cdk6,0.745464,0.927976,2.00025,2.39682,2.24889,909,0
cdk7,145.772,189.533,100.459,87.5605,69.5057,1236,2
cdk8,58.4287,54.0645,57.7271,21.0646,23.2088,2698,5
cdk9,127.63,174.61,196.958,186.388,139.455,1717,1
cdkal1,53.9217,36.4398,40.561,31.6329,26.2703,1031,1
cdkl1,0.485549,0.324295,0.762755,3.56614,5.22079,1499,3
cdkn1a,0.934998,0.706376,13.9402,11.0854,3.99292,2171,4
cdkn1ba,0.114322,0.149746,0.18523,1.34359,2.85241,2306,3
cdkn1bb,81.5583,53.1912,64.2365,59.9892,48.1967,1801,1
cdkn1ca,9.40629,7.31464,28.5581,122.144,115.117,1168,4
cdkn2aip,48.3287,45.9284,44.0314,17.2828,13.823,1689,5
cdkn2aipnl,151.907,114.513,123.823,140.212,196.276,878,0
cdkn2c,1.64686,1.72432,1.35936,0.532032,0.69721,1783,5
cdkn3,83.093,92.5066,40.735,5.51498,4.57452,908,2
cdnf,0.989278,1.24619,0.894352,0.691579,0.727939,1916,1
cdon,1.69421,0.926812,0.735492,0.800693,1.37096,4059,0
cdr2l,41.9576,43.207,40.9517,8.83108,0.91263,2335,5
cds2,54.3781,55.6386,53.7674,26.9993,9.2836,2822,5
cdv3,45.5948,44.2835,39.2355,28.3376,40.5297,2097,1
cdx4,0.307453,0.194708,0.763682,28.3279,215.64,1642,3
cebpa,0.971201,1.05219,1.19606,19.0056,24.9715,2879,3
cebpb,1.03211,0.317864,11.3763,107.559,69.0435,1518,4
cebpd,0.378341,0.163805,0.452467,2.53331,8.44649,1212,3
cebpg,140.606,138.538,227.716,145.658,69.6949,2252,5
cebpz,137.093,138.406,126.096,102.538,63.0398,3410,1
cecr1a,9.69645,8.77702,6.95089,3.92196,4.07524,2476,5
cecr5,0.685553,0.747018,1.60587,1.95658,2.24357,2945,0
celf1,52.7815,62.8599,62.7911,47.1436,46.4845,2537,1
celf2,4.23962,3.4552,3.89546,1.05996,0.667752,1461,5
celf3a,1.11197,1.00095,1.14802,0.700732,0.671157,2773,1
celsr2,0.417939,0.319753,0.496453,1.60557,4.50104,4651,3
cenpa,66.5702,61.8811,67.9081,86.0867,68.7037,1705,1
cenpe,83.9299,78.4381,59.8179,27.5373,55.2455,1483,5
cenph,50.8292,63.3346,79.9018,85.5503,63.5196,702,1
cenpk,134.072,147.412,67.7485,64.3493,62.3024,1213,2
cenpl,151.776,151.392,126.904,96.3589,52.288,1843,5
cenpn,125.545,139.182,144.417,86.732,66.225,1595,1
cenpo,26.9198,19.7617,11.6208,4.2729,2.0264,1248,2
cenpp,20.5324,25.5536,17.2791,9.25857,11.1179,1112,5
cep128,41.1583,46.8777,33.6401,10.042,11.4012,1559,2
cep135,40.9266,47.8175,41.2944,14.0092,23.5776,4259,5
cep19,1.70071,1.89971,3.28257,10.7135,16.1274,1364,3
cep290,11.31,10.304,11.3602,6.64643,8.43051,7580,1
cep41,30.2641,35.1475,49.8072,12.3883,5.58585,1229,5
cep44,6.36103,6.3978,5.69206,8.24008,8.85585,2199,0
cep55l,107.765,104.11,104.674,44.7682,35.4731,2167,5
cep57,25.1644,23.614,18.8336,23.4021,14.4895,1842,1
cep57l1,113.852,129.892,66.7707,19.3758,22.1712,1747,2
cep63,50.4282,53.3039,43.9904,13.1605,7.07743,2497,5
cep68,7.82026,10.59,9.19222,2.45905,0.69321,2477,5
cep70,31.6567,35.6233,26.212,19.8111,17.1122,2014,1
cep76,10.4382,14.4799,9.17962,5.54145,8.28727,2449,5
cep89,0.64484,0.974046,0.855645,0.613397,1.5773,2921,0
cep97,21.5575,17.9174,23.0818,12.7652,10.3482,2241,5
cept1a,62.5095,63.9453,63.4417,26.6876,9.87801,1706,5
cept1b,2.1056,1.58147,1.30967,0.490938,0.507788,1882,2
cerk,25.3306,23.4414,17.8645,3.56579,1.53463,1950,2
cers2a,77.0742,80.1766,64.114,12.2842,7.89201,1946,2
cers4a,10.7871,8.75704,7.62128,1.78684,1.41323,1869,2
cers5,66.5165,62.3422,50.2805,24.763,30.5749,1738,5
ces2,1.06632,0.305002,0.215779,0.310337,0.576626,1757,2
ces3,0.524873,0.114586,0.67357,4.92183,4.95434,1737,4
cetn3,130.724,167.744,64.8099,16.2546,22.0575,913,2
cfap20,57.4371,53.377,33.2145,25.9868,32.2221,739,2
cfap36,14.0602,11.393,12.3955,11.8604,21.8744,1273,0
cfap45,2.71199,1.54303,1.60555,0.357071,0.598201,1866,2
cfap52,4.30728,7.02079,8.35824,4.32894,1.1208,2146,5
cfap53,2.50488,1.79591,1.64488,1.198,2.71505,1716,0
cfap97,99.2419,106.771,85.2311,13.6373,7.80545,1816,2
cfb,0.283973,0.254574,0.309952,0.412214,1.05846,2423,3
cfdp1,75.5686,101.47,108.194,107.103,48.0955,1741,1
cfh,0.507625,0.473135,2.19191,2.67575,5.39463,2925,3
cfhl3,1.30386,0.857624,0.630391,0.414257,0.282727,2052,2
cfhl4,0.0403693,0.0824758,0.0715434,0.374842,1.2901,1677,3
cfl1,640.792,750.456,874.751,888,719.106,1708,1
cfl1l,275.741,286.476,337.765,359.528,243.62,1142,1
cfl2,3.14798,1.23904,2.18907,2.932,3.92331,2768,0
cflara,45.8404,51.3398,27.9922,7.28595,4.15752,2273,2
cfp,0.800654,0.603406,0.892718,1.29523,1.30335,5130,0
cga,1.97355,1.99132,3.90847,10.1247,9.56175,1765,4
cgnb,40.2883,35.1562,36.5803,19.7763,23.8104,4692,1
cgrrf1,19.0326,16.6274,8.26818,3.02201,4.54527,1357,2
ch25h,0.527376,0.139417,0.402438,1.07916,0.800058,1117,4
ch25hl1.1,0.925264,0.433691,0.49283,25.4508,19.8657,1087,4
ch25hl1.2,1.71413,1.81349,1.3235,0.383318,0.102275,833,2
chac1,195.853,211.13,144.715,39.5032,44.6941,1521,2
chac2,7.31457,7.31471,5.15037,1.30139,0.647052,1952,2
chaf1a,25.7627,20.8322,28.997,26.1946,25.6947,3195,1
chaf1b,106.931,107.054,106.119,111.087,62.6756,1548,1
chchd1,59.642,67.1834,44.4025,17.4841,21.4151,1668,2
chchd10,110.044,101.855,80.8965,47.0377,29.6641,682,5
chchd2,44.0518,35.6663,42.4917,51.7296,67.5373,900,0
chchd3a,18.4165,16.3619,17.1261,12.8278,8.61368,1692,1
chchd3b,0.704038,0.353507,0.795742,3.42863,2.26172,2006,4
chchd4,55.9396,50.1165,39.3216,15.6189,16.2593,988,2
chchd6a,106.126,137.123,110.203,45.7626,4.27622,1122,5
chchd6b,45.9015,44.2511,51.5185,30.7567,12.3907,920,5
chchd7,3.73756,1.93063,0.720889,0.596605,2.63427,650,2
chd,1.77837,1.36636,10.3557,75.3427,135.877,3174,3
chd1,80.5886,67.9061,78.6812,59.1382,73.0268,6608,1
chd1l,34.9712,32.7875,30.8608,8.88989,6.08421,4358,5
chd2,13.3607,12.0355,9.79271,9.93411,18.5175,7596,0
chd4a,58.5215,49.0104,59.6655,69.3166,73.302,6394,0
chd8,32.9065,21.3117,24.1286,21.1553,14.3996,8356,1
chek1,75.1594,88.8363,60.8377,15.1908,14.5032,1759,2
chek2,153.712,177.369,111.905,28.9739,21.4849,1785,2
cherp,9.70558,9.29658,10.3723,14.7905,16.6673,3198,0
ches1,22.0614,14.412,13.3191,7.88211,3.49886,1332,2
chfr,79.8142,71.4655,77.0984,27.9316,14.6021,2741,5
chgb,2.56556,2.41132,2.98096,4.38982,5.03886,2777,0
chia.4,282.904,320.948,158.392,36.0458,9.07678,2044,2
chia.5,6.56734,7.04318,4.38076,1.02716,0.81634,1883,2
chia.6,2.48878,3.83373,1.52688,0.514694,0.220176,1737,2
chic1,24.4578,24.9583,18.3368,8.00732,5.97212,1751,5
chic2,106.857,117.955,71.7731,30.5751,27.8729,1864,2
chico,23.621,23.6697,22.6519,14.9851,6.63719,1512,5
chid1,22.9539,27.2937,17.9358,3.61811,5.56272,1302,2
chka,0.320884,0.319048,1.13627,2.11385,1.24122,3279,4
chkb,27.9242,31.8311,27.4341,5.10443,4.64676,1356,5
chm,53.0791,47.2458,47.0221,37.4754,8.33109,2526,5
chmp1a,47.2039,53.6932,54.7404,66.4891,51.1461,1549,1
chmp1b,95.2853,104.168,69.6185,101.45,103.667,1450,1
chmp2ba,14.3136,13.5452,10.2565,4.28751,0.234581,663,2
chmp2bb,92.8274,124.594,150.967,184.744,92.1509,1981,1
chmp3,86.6955,108.343,84.9765,49.1283,32.3383,1347,5
chmp4ba,64.1344,68.7085,74.8994,18.455,10.9743,1963,5
chmp4bb,96.6798,100.768,101.496,148.347,105.366,1743,0
chmp4c,147.866,163.771,150.894,33.6056,29.5955,1110,5
chmp5b,71.567,66.6181,56.9885,73.9385,78.515,1390,1
chmp6b,31.5618,35.8443,34.834,57.4269,64.4937,2430,0
chmp7,100.473,96.372,74.6629,15.5987,6.00043,1741,2
chn1,41.1022,39.1373,53.66,28.0056,13.9772,1716,5
chodl,0.0661743,0.24668,0.174545,0.751277,2.27519,1222,3
chordc1a,78.8101,119.211,88.5168,37.0613,33.4505,1207,5
chordc1b,34.9263,39.1063,28.817,35.2372,53.177,1286,0
chp1,61.6474,68.8014,58.1875,37.7446,35.3476,1524,1
chp2,77.3493,93.926,106.054,23.9729,3.06072,1881,5
chpt1,0.210815,0.172348,0.408607,2.59638,12.7595,2563,3
chrac1,209.889,218.443,129.953,149.586,142.682,886,1
chrdl2,1.42369,1.29285,1.0935,0.303026,0.359589,2114,2
chrm5b,0.112123,0.220455,0.0919614,0.446809,1.04692,1507,3
chrna2a,0.354429,0.549938,0.478703,0.737932,1.18845,2367,0
chrna5,2.91134,0.213389,0.364232,0.897404,3.09623,1711,3
chrnb1,5.12315,4.16065,4.30959,1.7214,0.174435,1479,5
chrnb3a,3.2606,1.80467,1.32059,0.683979,0.305104,2127,2
chrnb3b,0.580827,1.10313,1.56137,0.62067,0.545401,1389,5
chst10,10.7984,12.6503,13.1749,12.5047,14.4556,1736,1
chst11,0.283306,0.238534,0.16433,0.72775,1.37089,2373,3
chst12a,13.7614,13.4814,13.0511,2.07847,1.65849,1376,5
chst14,21.7053,17.3544,16.0573,7.09501,9.78765,1611,5
chst2a,49.2544,39.773,36.6389,14.8925,20.0245,2160,2
chst3a,0.115266,0.0581785,0.155228,0.530812,3.23307,1459,3
chst3b,6.1389,6.32869,7.07849,3.81687,0.860914,1211,5
chsy1,36.8088,27.7751,33.0491,7.04379,5.17586,3921,5
chsy3,1.85535,1.9201,10.6409,31.562,63.9663,2352,3
chtf18,42.8538,47.1063,42.8301,30.4801,19.5858,3230,1
chtf8,46.0372,55.238,27.8237,18.6197,16.3648,1330,2
chtopa,327.505,303.866,377.115,407.666,231.555,1638,1
chtopb,74.3809,76.8522,65.1325,14.2062,1.01383,1638,5
chuk,108.568,126.252,150.005,78.3049,49.0751,3287,5
churc1,40.0859,73.2964,71.214,94.4011,39.0715,910,1
ciao1,109.094,122.518,106.038,45.2081,23.3615,1791,5
ciapin1,76.7684,71.9336,55.3095,69.9647,80.9519,1212,1
cib1,31.2824,37.794,17.2413,11.9496,18.4909,1209,2
cib2,1.15425,2.55272,2.10367,2.06839,0.627168,1539,5
cideb,0.529597,0.702401,0.400167,0.815553,6.67277,1174,3
cinp,45.9792,49.663,27.0018,12.5665,14.675,1068,2
cirbpa,456.76,522.641,653.935,1624.42,2243.42,1307,3
cirbpb,456.109,493.394,889.54,3100.23,4291.51,2184,3
cirh1a,167.28,182.454,142.452,67.489,60.828,2245,5
cisd1,15.2975,19.2998,11.6315,9.11935,8.40654,1950,5
cisd2,71.8445,72.9998,77.6262,51.6435,19.5586,1275,5
cish,46.1228,35.3697,38.182,4.46467,3.66905,1423,2
cishb,0.103166,0.0974178,0.366113,1.57759,4.86557,1340,3
cited1,9.01545,15.2846,18.1604,7.02915,9.05011,852,5
cited2,16.2936,20.3684,36.8678,16.5992,4.93103,2345,5
cited4a,5.66379,12.2805,11.7879,33.8997,18.6281,2417,4
cited4b,121.558,128.083,262.694,254.745,165.772,1580,0
ciz1b,58.5441,51.1868,30.6783,6.97533,5.09314,1935,2
ckap5,74.2716,61.1007,48.3311,18.3081,27.4746,6656,2
ckba,7.83488,5.24636,6.26317,6.27753,4.96751,1453,1
ckbb,860.355,815.623,641.071,290.743,127.457,1437,5
cki,0.131731,0.0000211937,0.0000102505,6.56916,15.4147,1267,3
ckma,1.46885,0.872521,0.812714,0.346146,0.866342,1575,2
ckmt1,0.500028,0.343679,0.167445,10.5921,54.6793,1733,3
cks1b,97.0134,93.4374,94.646,87.5414,67.2688,918,1
cks2,2.81053,2.51258,1.73852,1.73242,4.43079,753,0
clasp1a,11.1909,8.99502,11.0726,7.90732,5.31182,6074,1
clasp2,17.7632,12.404,15.5069,10.1354,11.316,4786,1
clasrp,15.6777,14.2156,16.0322,13.5245,18.752,2758,1
clcn4,15.0815,10.4518,9.54568,5.09137,2.48622,2801,2
clcn7,53.9431,52.1504,47.8965,13.6757,28.305,3964,5
clcnk,2.25244,2.22029,2.50701,1.0767,0.740491,2353,5
cldn10b,1.46911,1.25352,2.72289,6.40709,10.0897,1721,3
cldn11a,1.76694,1.15606,0.805685,0.434395,0.854245,1267,2
cldn11b,1.07381,1.46215,4.03768,10.4006,16.5313,2464,3
cldn12,13.3603,15.7911,13.8068,6.58787,6.56649,3493,5
cldn15b,0.973896,0.905776,1.14025,3.41183,6.7796,2172,3
cldn17,2.41677,2.93744,2.88424,0.32101,0.19565,1295,5
cldn2,1.83687,1.378,1.54163,0.838367,4.14522,1873,3
cldn5a,0.11388,0.405485,0.50556,1.61618,11.6277,1507,3
cldn5b,2.07121,0.9297,0.863875,0.724875,1.07556,1647,2
cldn7b,218.768,221.261,300.234,277.54,95.7871,1945,1
cldn8,1.13923,0.856041,0.830948,0.79439,0.736182,1868,1
cldna,0.31765,0.125929,0.984768,7.37534,2.69826,1851,4
cldnb,1.03879,1.23428,11.8507,113.95,79.7037,1129,4
cldnc,0.0931299,0,1.14553,9.48744,6.89624,1844,4
cldnd,4093.44,4262,2370.08,257.824,21.8184,755,2
cldnd1a,15.7829,12.422,9.96501,5.70849,6.71753,1620,2
cldnd1b,37.0132,41.2323,38.4657,40.1895,48.4177,1768,1
cldne,1.17536,0.950854,15.0392,432.206,378.86,1921,4
cldnf,0.290705,0.287221,0.83255,51.0573,52.5073,1833,4
cldng,3252.57,3166.06,1391.25,128.566,14.7496,852,2
cldnk,0.101844,0.0867835,0.137945,0.769506,1.68191,1246,3
clgn,33.5231,35.8892,41.0593,29.5952,17.1377,2884,1
clic1,8.76304,9.7561,8.1348,9.11448,10.2868,1692,1
clic2,0.247231,0.0607556,0.429729,0.712282,1.67541,1379,3
clic3,7.43879,7.63201,7.74919,68.7373,37.1779,1449,4
clic4,59.2913,54.5871,66.3477,68.8471,69.3265,2955,1
clic5b,0.562849,0.853507,0.893558,0.877381,4.12302,1878,3
clint1a,14.0426,11.6974,11.4045,28.6873,54.3676,2364,3
clk2a,26.6531,19.0496,18.6792,7.55598,10.2254,2340,2
clk2b,125.216,129.941,83.1571,41.0577,37.5881,1917,2
clk4b,21.2389,22.3506,19.9825,53.1437,36.2235,1382,4
cln3,22.1076,24.4884,20.514,3.24626,1.46059,1810,2
cln6a,9.06771,11.1235,5.95741,2.65799,2.89984,1681,2
cln8,35.8805,28.9504,26.9802,3.58376,0.956968,1493,2
clns1a,113.086,114.533,83.6186,28.912,24.5349,1260,2
clocka,3.54454,2.9072,2.30839,1.56392,2.40387,3424,1
clockb,11.2881,13.3163,10.3848,6.25295,8.01762,2948,1
clpp,127.354,133.835,124.346,56.7072,23.0319,1181,5
clptm1,23.7743,18.6763,16.4045,16.5359,24.2424,2964,1
clptm1l,64.2055,67.9066,52.0852,32.1065,17.4237,2091,5
clpxa,49.0601,46.5524,56.7492,48.0454,17.2111,2618,1
clstn1,33.0914,26.8023,24.3277,18.1453,27.566,3633,1
clstn2,3.65515,3.19705,3.16931,2.29657,0.775631,2814,5
clta,203.102,201.296,130.213,99.8835,88.228,1311,5
cltca,12.8668,11.9376,11.1224,10.7322,11.505,6517,1
cltcb,32.8211,28.1844,30.0235,13.3063,23.2337,6364,1
cluap1,17.6403,12.197,11.0584,7.68348,9.32818,1693,2
cluha,32.8355,30.2599,32.3582,18.2151,9.55044,5633,5
clul1,1.64118,2.03117,1.72432,2.00153,1.97532,2060,1
clybl,19.0046,20.5665,18.1035,5.87981,1.78346,1882,5
cmah,0.28612,0.35734,0.431252,0.916774,1.05009,2139,0
cmasa,14.8479,18.1932,17.6824,12.2848,19.2991,1625,1
cmasb,3.87103,5.70358,2.87742,0.993109,0.589462,650,2
cmbl,32.1905,29.6747,21.9943,29.0847,45.7413,1558,0
cmc1,5.83154,4.90413,4.91495,6.66851,10.2978,1263,0
cmc2,38.7823,40.1088,28.3013,7.88633,7.91004,1249,2
cmc4,3.22498,1.36219,1.25227,3.73498,8.97336,428,3
cmklr1,2.74191,2.65356,2.20905,1.00892,0.587961,1375,5
cmpk,164.001,122.172,138.538,39.6346,21.1118,1610,5
cmss1,148.572,171.852,128.562,77.4422,62.9786,1037,5
cmtm3,0.409826,0.168728,0.521284,0.696593,1.46096,1579,3
cmtm4,0.681233,2.95185,2.32084,2.05595,6.58831,1453,3
cmtm6,59.6161,55.8718,71.7022,110.759,95.7356,2636,0
cmtm7,0.579237,0.711574,1.48993,15.8886,9.05825,1182,4
cmtm8b,2.49964,2.38635,2.39724,0.97949,1.02115,2350,5
cmtr1,41.7109,37.5655,48.0993,18.6074,13.7102,3050,5
cmtr2,15.6577,17.7319,18.3045,5.53147,3.90647,2740,5
cnbpa,283.765,286.747,354.609,627.941,720.489,1642,0
cndp2,60.4836,77.617,84.9427,127.594,176.437,2066,0
cnep1r1,208.165,214.947,228.106,65.5006,24.1518,1045,5
cnfn,0.144286,0.570942,0,1.53485,0.717966,737,4
cnih1,144.302,154.181,178.454,192.528,166.787,1940,1
cnih2,0.868594,1.07804,1.10879,0.583333,0.566145,1468,5
cnksr1,28.4822,21.9351,21.0845,8.9698,6.79899,3800,2
cnksr3,1.18469,0.542287,0.725427,4.99609,8.03639,1913,3
cnn1a,0.212886,1.06201,1.75776,3.18495,4.23631,1010,4
cnn2,6.38399,4.67723,14.5602,113.813,138.251,2186,3
cnn3a,53.9433,54.8421,49.6902,69.1464,67.6871,1969,0
cnn3b,251.184,306.361,321.363,307.918,151.887,1943,1
cnnm2a,23.6168,23.038,21.155,8.5768,1.61725,2817,5
cnot1,3.84793,4.01147,4.35351,8.01125,9.4482,8236,0
cnot10,73.1364,57.3992,45.9076,16.9794,19.1173,2283,2
cnot11,19.4724,16.9316,17.3454,17.8351,21.8869,1873,1
cnot2,64.9053,60.1368,66.4906,45.4801,41.2303,2186,1
cnot3a,8.59674,10.0797,10.0384,11.2322,16.4326,2694,0
cnot3b,10.5059,9.57409,10.0821,6.41356,5.39561,2931,1
cnot4b,5.90663,6.17162,6.12127,1.58195,1.29708,4317,5
cnot6a,73.8467,63.2653,65.2939,54.8297,38.5843,4024,1
cnot6b,29.0675,30.936,26.4447,6.04952,3.04059,2617,5
cnot6l,1.93182,2.13519,1.98078,1.24041,1.4992,2612,1
cnot7,44.0177,50.5016,37.3794,4.66639,4.38771,2244,2
cnot8,266.971,293.292,367.162,214.381,61.7779,1687,5
cnppd1,102.194,106.749,104.095,53.0175,48.4611,2347,5
cnpy1,142.507,136.517,108.995,51.208,39.3175,1208,5
cnpy2,90.9107,102.719,58.5617,16.1654,12.4258,1010,2
cnpy4,72.4593,81.5525,86.8525,111.618,71.916,1224,1
cnr1,0.589826,0.497241,10.5375,14.2885,21.0064,2780,4
cnstb,0.768531,0.84404,1.36445,2.49245,4.4109,1520,3
cntf,8.68589,7.7085,5.90798,9.41231,5.48506,1137,1
cntfr,1.34526,1.40559,1.57503,1.13959,1.11481,2442,1
cntn1a,2.67223,2.74592,4.27462,2.35917,0.858795,1244,5
cntn2,1.28555,1.57527,1.54179,1.07979,0.662643,3464,1
cntn4,3.40097,3.89776,4.05153,0.997068,0.399747,3448,5
cntn5,2.40846,0.764225,0.758527,0.745655,0.496742,4169,2
cntnap2b,13.5443,4.28859,3.95873,4.16112,3.54953,4750,2
coa3a,80.248,68.9454,70.9125,55.6834,25.5882,772,5
coa3b,87.4743,72.8318,21.7402,8.95444,7.3926,632,2
coa5,61.1803,55.6308,58.6916,45.9364,29.7459,538,1
coa7,9.50982,11.7203,8.8084,0.914499,1.07624,992,2
coasy,43.6791,39.1456,36.2145,21.2182,15.6352,2345,5
cog2,78.449,85.104,73.0872,19.0906,18.3012,2926,5
cog3,93.423,93.0133,82.2366,28.6195,11.1718,3707,5
cog4,55.1662,50.4153,50.1349,11.2094,6.9258,2495,5
cog5,24.1761,31.6138,32.5117,17.2508,12.7703,3008,5
cog6,19.0517,24.7364,19.4588,14.5754,6.38572,1954,5
cog7,63.3427,53.0413,46.4887,35.1283,21.3066,3528,5
cog8,27.6324,22.0198,25.815,8.70749,7.97416,2210,5
coil,91.1861,95.439,53.3088,5.57911,6.99424,2178,2
col10a1a,0.0738125,0.164125,0.0846206,1.26201,2.62522,2622,3
col11a1b,1.08684,0.810145,0.820549,0.563853,0.659733,7435,1
col17a1a,0.450358,0.550917,0.294281,0.792028,1.17146,4745,0
col18a1,2.98206,1.87862,2.23927,1.93399,2.11638,4126,1
