tracking ID,0h,2h,4h,6h,8h,gene length,gene group,0h overlap,0h #ofCLIPpeak,0h #ofm6Apeak,2h overlap,2h #ofCLIPpeak2,2h #ofm6Apeak3,4h overlap,4h #ofCLIPpeak4,4h #ofm6Apeak5,6h overlap,6h #ofCLIPpeak6,6h #ofm6Apeak7,8h overlap,8h #ofCLIPpeak8,8h #ofm6Apeak9,wild-type 0h,wild-type 2h,wild-type 4h,wild-type 6h,wild-type 8h,mKO Y2-/- 0h,mKO Y2-/- 2h,mKO Y2-/- 4h,mKO Y2-/- 6h,mKO Y2-/- 8h,wild-type 6h,wild-type 8h,wild-type 12h,wild-type 24h,mzKO Y2-/- 6h,mzKO Y2-/- 8h,mzKO Y2-/- 12h,mzKO Y2-/- 24h,wild-type 16h,mzKO Y2-/- 17.5h,wild-type MO 24h,mKO + MO Y2-/- 24h,wild-type MO 36h,mKO + MO Y2-/- 36h,wild-type MO 48h,mKO + MO Y2-/- 48h
gatad2b,6.8112,4.82312,6.47201,2.72278,3.25507,1938,5,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,25.725,31.2548,14.3127,6.70648,8.76667,16.0493,18.5736,12.1106,4.70213,7.83144,1.98198,3.11189,3.96606,12.8502,2.22903,4.35908,3.85386,11.7212,5.01516,8.54857,2.82652,3.68087,3.53762,3.86661,20.0872,26.0249
gatb,20.9735,25.0249,26.6231,16.0205,8.3313,2126,5,,,,,,,,,,,,,,,,12.515,12.2496,14.3868,6.74372,5.99712,13.2697,16.0157,20.1515,8.53356,6.39252,3.31414,2.41654,3.69285,5.55069,5.92413,1.61283,2.94492,3.54364,5.02757,4.45771,13.6314,9.85989,9.01994,9.04314,6.58986,5.97215
gatm,3.05338,1.26471,1.74194,2.64101,46.7812,1695,3,0,0,0,0,0,0,0,0,0,1,9,0,3,1,3,2.85515,2.60573,2.84287,8.01792,153.051,0.115505,0.0609232,0.121591,2.1955,74.2802,2.18928,18.8758,112.277,191.348,0.269827,14.0207,110.535,90.6543,127.965,105.016,272.546,279.546,256.178,252.395,303.032,364.055
gatsl2,32.473,36.436,44.2401,54.3859,59.786,3197,0,3,7,3,3,11,2,3,4,3,3,1,2,3,3,3,82.2079,81.1509,80.8129,84.8148,81.61,68.9531,67.8732,69.7552,67.6445,74.7657,27.0936,35.1364,14.097,8.85125,24.753,28.7341,16.9148,8.27595,14.7112,8.26492,29.3284,34.6181,26.5296,31.7943,16.9558,25.3573
gatsl3,70.6089,75.9295,66.279,10.7011,2.0629,2228,5,3,2,1,1,3,0,3,2,1,0,0,0,0,0,0,52.5998,44.6978,20.6444,1.86291,0.902267,41.1023,40.2734,38.3151,2.01371,1.63461,1.42869,0.429435,0.547802,1.18923,5.03783,0.97954,0.767974,1.81782,0.593705,1.33653,2.00006,2.27417,4.11046,2.04555,2.43212,3.08999
gb:bc139872,13.876,12.8278,5.16549,9.8583,17.855,816,0,,,,,,,,,,,,,,,,5.05588,6.78565,1.62514,3.38071,3.69948,3.28207,2.80803,1.37638,3.51058,4.29333,1.28116,1.03104,1.60182,1.84071,3.0726,3.99525,3.94378,1.85035,2.31251,2.02775,10.6445,17.0105,13.626,15.2961,9.78831,9.27579
gb:eh507706,62.0564,65.9122,41.1197,5.37641,1.78697,2532,2,1,3,0,1,1,0,1,2,0,0,0,0,0,0,0,36.4694,33.0173,11.5492,0.968755,0.552491,43.0682,39.9611,24.0335,1.16855,0.313603,0.917244,0.186313,0.310839,1.47169,0.830982,0.315277,0.425924,0.867187,0.681527,0.977756,7.68684,6.53881,7.15746,9.78682,5.15244,5.81625
gba3,8.97447,10.0249,4.75848,2.60316,2.29693,1289,2,,,,,,,,,,,,,,,,11.3541,6.38653,2.96956,1.26895,2.82174,0.0770212,0.0437465,0,0.295408,0.589691,0.605022,1.06949,3.60001,1.76199,0,0.0652279,0.178353,0.185604,4.22129,0.263851,4.32636,5.59506,5.14438,5.53571,1.5081,2.20573
gbas,20.8519,21.4129,24.579,25.3134,17.7265,1370,1,0,0,0,1,1,0,3,1,1,1,1,0,2,0,2,1.28244,1.55769,5.71285,7.78846,5.0466,0.976698,0.982282,6.41045,10.0908,6.10016,6.83437,3.26964,6.88597,7.44194,7.73517,3.1391,2.96137,0.98412,2.97643,1.38069,18.3313,17.8046,18.8465,16.6119,47.0295,46.459
gbgt1l1,90.8014,82.0898,20.1045,2.83785,1.05118,1702,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,0,79.1447,70.3817,5.35152,0.422499,0.400781,90.5789,72.8017,25.0128,0.458698,0.16,0.516373,0.0558194,0,0.150433,0.356101,0.372825,0.0683424,0.437009,0.0909424,0.221424,0.441405,0.629075,0.548064,1.28581,0.629255,0.504696
gbgt1l2,5.58693,10.4705,9.61658,4.55998,3.30666,1488,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17432,9.02737,7.21137,2.77784,1.22764,4.03957,3.9645,2.61396,2.26662,1.55993,1.85011,1.07172,0.857895,0.248903,1.54812,0.734993,0.320571,0.540927,0.300201,0.5671,0.682171,0.821009,0.876481,1.48834,0.312674,0.41813
gbgt1l4,114.195,272.038,217.858,119.055,100.71,1594,5,2,0,1,3,2,1,2,0,1,3,1,1,2,0,1,13.3696,227.197,222.231,75.5172,56.9086,28.836,30.1764,26.4123,77.6541,80.1451,53.5081,33.7009,19.4155,7.13849,43.4302,26.9529,19.2152,8.89486,16.0661,8.25671,57.6647,67.0106,59.3966,85.6772,22.0363,30.2929
gbp,62.6903,60.1621,80.2963,92.7645,61.0209,1356,1,3,5,1,3,7,1,3,4,2,3,3,1,3,5,2,83.7479,72.5045,85.7012,64.2885,46.45,104.898,120.337,150.328,71.3865,55.2246,41.0774,32.9806,17.7906,10.2915,51.2902,31.4746,22.5159,8.13735,10.4814,10.7297,9.99053,8.50909,8.35014,10.9515,12.5022,11.4504
gbp1,2.39829,2.028,2.40301,1.70798,0.46418,2337,5,,,,,,,,,,,,,,,,0.453453,0.961518,0.622284,0.446218,0.659464,6.26361,5.139,7.26776,3.65434,0.887459,0.825888,0.353831,2.74976,4.54756,0.651205,0.456992,1.7895,4.68777,4.26304,5.56246,17.2604,9.57631,13.9904,8.06869,2.15621,2.77172
gbx1,0.602439,0.202588,1.96895,7.1402,26.0062,1818,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0.0773399,0.328985,9.6969,17.5323,33.4987,0.0993831,0.0295362,3.45402,11.1901,40.2177,8.54845,23.8456,5.24474,4.62691,5.01298,18.7531,3.88883,3.33543,2.25714,2.81123,3.6628,2.68818,2.44059,2.80789,6.66947,7.72074
gbx2,0.396355,0.571317,1.15104,0.491921,0.288489,2097,5,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1.37026,0.710742,0.377727,0.0291921,0.309418,0.0354056,0.18781,0.0961083,0.0299082,0.0743902,0.0488393,0.138112,10.0105,3.70641,0,0.113916,7.91045,4.48918,5.61941,4.44691,7.11282,5.54021,7.44452,7.49979,8.81832,7.06112
gc2,1.63326,1.37365,2.05758,1.41702,0.562885,3324,5,,,,,,,,,,,,,,,,0.0156573,1.3181,1.46938,0.940934,0.243403,0.246735,0.149977,0.209225,0.0915596,0.0624863,1.36769,0.973926,0.08644,0.200039,0.0509552,0.0256798,0.0363572,0.151673,0.0642277,0.181775,0.129964,0.323278,0.0892797,0.397921,0.202102,0.412179
gc3,1.74303,1.44326,1.83729,1.93161,1.23868,3890,1,,,,,,,,,,,,,,,,1.39369,0.64013,0.886363,1.38049,0.754903,1.63606,1.5997,2.16257,1.30271,0.453962,0.31888,0.351413,0.0227273,0.321523,0.998834,0.418967,0.204484,0.407105,0.0858282,0.267396,0.0698302,0.130837,0.149245,0.108584,0.560124,0.480718
gcat,69.0841,61.7598,69.059,54.7069,17.9016,1718,5,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,72.6501,79.8128,95.138,50.482,10.4336,58.5346,56.2037,49.9013,36.1173,11.9859,23.4952,8.32199,7.79577,16.7762,24.2791,9.43287,5.49978,11.0144,10.3547,7.85931,31.9153,26.4693,34.3176,24.7665,24.5665,23.7781
gcc1,52.1186,45.6037,46.9287,22.6807,23.7205,2988,5,1,1,0,1,4,0,3,2,3,0,0,0,1,2,0,30.4681,29.5862,24.9678,14.164,18.1153,31.1096,31.3338,44.1445,17.0306,23.9713,5.64027,8.13211,10.0544,9.12088,4.4553,5.60145,6.52725,5.13836,9.45572,6.8871,8.78089,6.75659,5.58338,4.89155,6.37445,5.81761
gcdha,63.4666,72.3455,48.1198,7.03259,2.49086,1868,2,1,3,0,1,3,0,3,2,1,0,0,0,0,0,0,66.7852,43.6741,23.9516,1.56296,2.5026,37.6766,36.0892,28.9334,1.79199,1.91452,1.11554,1.24224,4.1308,5.71403,1.8745,1.2411,2.69827,4.92107,5.05719,2.9401,12.6074,19.3834,21.1844,14.4184,29.0067,29.3263
gcdhb,41.1052,41.4981,22.9118,2.79525,1.78516,1382,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.719296,15.9245,5.58216,0.460562,1.63562,33.2168,37.4422,24.9177,1.08066,1.54586,0.896766,0.644685,1.65597,3.16788,1.88162,0.771082,1.71327,3.00388,2.12718,2.12738,2.15869,2.46753,1.75672,2.40318,7.04266,6.87845
gcfc2,109.558,118.619,104.656,27.0431,24.3399,2543,5,2,0,2,2,0,1,2,0,2,0,0,0,2,0,1,54.5184,62.6625,34.4522,16.8874,16.7082,39.9704,34.6929,42.918,25.1289,26.2095,9.22733,9.74183,8.59191,7.40842,5.90692,9.97348,8.17207,7.95787,8.86392,8.4279,15.1071,10.5592,13.0733,11.6873,7.54945,6.55541
gcga,0.0911823,0.557766,0.611107,0.835722,1.36923,2316,3,,,,,,,,,,,,,,,,0.123405,0,0.105138,0.810928,0.860007,0.177436,0.160918,0.232633,0.193614,1.02355,0.118295,0.0252981,0.651462,0.831884,0.0335175,0.475714,0.354224,0.297603,0.897057,0.900772,0.66816,0.492343,2.02658,2.28766,3.30146,3.04108
gcgb,0,0,0.635522,1.63852,1.43208,591,4,,,,,,,,,,,,,,,,0,0.217441,0.886046,1.42909,1.32664,0,0.210295,0.978136,3.50113,1.38428,0,0,0,0.786596,0.856822,0.458046,0.156349,0,0,0.510046,0.5447,0.660323,2.94684,6.42924,8.13275,8.34889
gch1,1.06102,1.36207,2.40895,5.25046,6.58764,857,4,,,,,,,,,,,,,,,,1.22556,1.3984,3.68739,3.7833,7.17268,2.45743,2.37408,2.77833,4.38266,6.22466,3.16399,7.27896,4.04326,2.25296,1.87762,2.12882,1.16678,1.86634,0.8359,0.987149,1.22929,2.58832,3.33702,2.76221,10.7638,7.47806
gchfr,11.5837,9.07352,6.94647,2.46967,0.87973,779,2,,,,,,,,,,,,,,,,5.28465,6.68567,2.52731,0.280478,0.115057,6.97965,6.99947,5.43707,0.339598,0,0.139212,0,0.181485,0.978397,1.5581,0.302445,0.101564,0.753656,0.189426,0.888352,2.09845,1.78339,3.34588,2.8362,2.87227,2.84671
gck,0.312077,1.13793,0.495208,0.374764,0.208456,2028,2,,,,,,,,,,,,,,,,0.529898,0.868709,0.37722,0.0385328,0.0314627,0.221365,0.129613,0.610798,0.0621813,0.0595032,0,0,0,0.0615681,0.0367089,0.0492244,0.0323123,0.306893,0.0295225,0.21783,0.167155,0.191412,0.147709,0.189607,0.596024,0.381027
gclc,73.3483,68.6557,88.7767,73.1622,18.2328,3019,5,0,0,0,1,7,0,3,5,1,1,4,0,1,2,0,72.6612,56.5046,76.093,26.4074,15.503,56.9484,55.9968,58.6295,29.5388,14.0582,21.9217,6.24157,14.2059,13.4028,35.5343,6.21638,12.5524,13.9193,11.8113,13.152,22.6354,26.5172,23.6402,26.6723,15.0128,18.5486
gclm,146.412,146.191,151.899,89.1472,36.1536,1826,5,3,4,2,1,4,0,1,2,0,1,1,0,1,1,0,84.7594,85.2956,63.6234,24.2293,14.0825,102.281,102.241,104.072,32.4338,20.2422,22.6119,9.35346,12.4719,7.3697,21.9248,7.69635,7.90126,5.62967,12.8206,5.45231,39.3192,32.5872,44.9125,26.6102,12.5296,13.203
gcnt4a,0.880363,1.06998,0.579658,19.0742,31.9749,1771,3,,,,,,,,,,,,,,,,0.283771,0.797396,0.329506,25.7066,11.9757,0.584754,0.80704,0.651812,15.6841,16.4922,9.10322,8.80843,3.3646,5.5794,1.03527,9.53435,3.63766,6.10048,3.9646,5.93261,21.1787,19.7242,26.479,26.4297,15.8564,15.183
gcsha,106.169,116.798,110.301,79.1586,61.8714,1006,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,67.9208,59.6448,59.8909,36.7773,36.273,52.117,53.0498,58.0471,30.6669,29.636,17.1053,14.4047,21.1439,14.3779,15.4106,12.4327,15.4816,15.12,24.1666,12.2167,97.4674,106.285,126.927,102.84,37.7926,34.9599
gcshb,2.14659,0.484898,0.960701,4.83201,25.619,967,3,,,,,,,,,,,,,,,,0.231078,0.556987,0,8.17447,19.1539,0.432678,0.404365,0.510944,4.7943,16.5077,2.31993,10.4151,13.383,2.21036,0.221628,8.06476,18.6687,1.20536,5.32638,3.06803,3.63257,14.7414,13.7338,36.8902,7.30227,15.0301
gdap2,81.5142,95.1284,84.5573,39.6686,38.9559,2658,5,1,1,0,1,4,0,3,2,4,0,0,0,2,0,3,61.2601,65.5761,33.7785,24.0998,25.0301,60.1429,67.3386,68.8064,30.5507,37.0628,12.8816,11.9383,9.4732,5.34046,11.3547,11.2291,10.8627,7.20269,9.29364,7.02136,15.8467,14.9414,13.6996,12.8832,9.3557,10.6764
gde1,27.8867,30.1854,31.0537,28.037,9.03221,1919,1,1,2,0,1,2,0,3,1,1,0,0,0,0,0,0,19.9535,20.1192,18.146,11.0302,4.10702,12.1097,12.1104,14.7082,10.4648,4.94461,8.75769,4.44801,14.3081,14.6703,6.10909,2.52297,4.94457,12.7582,17.5439,10.0731,59.1909,77.2099,53.5427,78.8008,18.1708,21.466
gdf10b,0.542335,3.21069,3.95226,2.11388,1.0222,1269,5,,,,,,,,,,,,,,,,0.0473743,0.412297,0.186881,0,0,1.48503,1.98938,1.4042,1.30791,1.35859,0.542328,1.37845,0.168876,0.374123,0.328365,1.62298,0.654953,0.984052,0.165898,0.418467,0.734111,1.26425,1.76187,1.8729,2.57352,2.76716
gdf11,0.548928,0.450536,0.698554,1.03967,1.02494,1719,0,,,,,,,,,,,,,,,,0,0,0,1.33491,1.15788,0.0348662,0.0757831,0.121159,0.11513,0.491756,0.0723323,0,1.70262,2.79828,0.284305,0.515706,1.24645,2.51727,1.25432,1.833,3.68134,3.16976,4.70002,6.69436,5.15261,7.04165
gdf3,729.751,788.534,719.459,333.726,54.658,1240,5,3,8,1,1,7,0,3,7,2,3,5,1,0,0,0,389.03,597.182,456.497,109.345,8.14364,632.617,631.372,601.953,126.569,17.172,89.9751,19.5438,8.89519,1.20931,94.1076,10.5089,4.87126,1.75174,9.20252,3.73976,4.37909,5.46428,2.83127,2.51469,1.01704,1.17575
gdf6a,11.6643,12.7159,8.73732,1.32638,0.411999,2630,2,1,1,0,1,2,0,1,2,0,0,0,0,0,0,0,10.1661,9.80505,4.05017,0.272182,0.66076,16.2497,16.0049,10.9637,0.365258,0.623654,0.126237,0.0631977,3.87803,2.91297,0.458878,0.0913411,2.68038,3.38261,3.971,3.75189,10.7667,9.51889,7.80582,8.07799,3.94726,4.40522
gdf9,10.8392,9.56878,10.6603,2.18372,0.804815,2077,5,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,30.8326,30.0935,19.5453,1.78718,0.280215,45.0133,43.6809,36.3035,1.30325,0.299337,1.10367,0.205194,0.0767252,0.0909088,3.23517,0.255641,0.191794,0.361008,0.1676,0.298227,0.242161,0.322421,0.228524,0.123346,0.172676,0.174033
gdi1,0.246293,0.168029,0.26736,0.760701,4.00177,2867,3,,,,,,,,,,,,,,,,0.0153743,0.0575592,0.0935968,2.62781,10.6126,0.0147769,0.0163637,0.148033,1.23585,5.05544,0.447376,2.14705,7.02943,21.8952,0.104553,1.81472,4.9695,13.6567,9.77874,9.78322,46.8879,35.2879,38.777,42.2119,71.5165,59.244
gdi2,111.458,111.231,99.8869,86.1496,73.0757,2521,1,1,2,0,1,5,0,3,3,1,3,3,1,3,4,4,143.263,144.194,114.66,101.761,85.0239,116.17,118.817,108.067,128.286,128.289,31.5034,32.1276,62.6884,83.3754,49.5956,56.5114,67.3874,83.4254,76.4411,71.3591,164.455,163.521,188.057,177.155,162.502,168.399
gdpd1,24.0769,22.5264,16.2148,7.7496,13.5106,2481,2,,,,,,,,,,,,,,,,14.4424,9.99803,5.50495,2.01846,14.3063,9.05097,8.38833,5.77404,1.18107,9.93875,1.60887,3.83953,16.7839,10.5158,1.56094,1.65035,12.0682,10.108,19.2854,12.6838,53.1645,61.4685,54.2404,77.1323,30.611,45.0282
gdpd3a,0.413148,0.346791,0.607714,9.8359,30.0673,1282,3,,,,,,,,,,,,,,,,0.267285,0.237032,0.499023,15.7104,23.2089,0.187446,0.295165,1.15777,8.86081,10.3,3.64141,7.88904,2.19575,3.70997,0.73557,4.92157,2.23493,4.24979,2.7317,2.98177,16.8492,15.1638,24.8926,30.076,17.1308,16.1673
gem,0.240352,0.0868292,0.522609,2.30595,1.27149,1539,4,,,,,,,,,,,,,,,,0,0.0541729,0.379533,3.1019,0.863312,0.0800724,0.140547,0.3521,1.16159,1.84788,1.76228,1.30276,0.87084,0.606809,0.127608,1.26447,0.69619,0.4741,0.835065,0.681645,1.5432,2.18863,0.626282,1.11769,1.69718,1.06038
gemin2,124.284,116.032,120.207,124.121,82.9329,1043,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,88.0477,110.513,110.425,64.7193,35.7901,85.0468,98.5077,114.715,96.5906,76.1404,39.6566,33.6472,25.1904,14.7553,35.8492,34.1843,28.2085,17.0689,29.9126,13.3531,52.7516,49.3324,62.3613,48.1361,16.4165,17.8016
gemin4,44.1739,37.6028,35.5127,25.1901,27.8849,3430,1,1,1,0,1,2,0,1,1,0,0,0,0,3,2,1,22.5165,20.5406,17.4944,9.12154,11.2928,18.291,16.6606,17.0832,15.6087,14.8764,4.34705,3.61081,3.72768,2.78328,3.69149,5.6821,4.421,2.95773,5.23782,4.45558,10.3907,10.2294,8.68582,8.4755,4.19512,4.41295
gemin7,172.728,173.204,92.9341,35.9323,30.5122,591,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,214.179,119.802,46.0911,21.3735,17.5647,147.911,119.985,47.3963,19.5909,12.2224,15.4577,10.6642,12.4195,16.0767,15.0327,10.4064,13.1388,17.7863,14.4932,12.6362,27.5992,38.8291,25.8413,34.1726,15.0272,20.1543
gemin8,138.167,132.164,102.326,23.9258,27.9807,1461,2,1,3,0,1,6,0,1,5,0,1,1,0,1,1,0,101.705,89.4753,65.9525,16.1386,26.0449,125.167,121.838,112.124,20.8571,29.7882,7.01239,7.07398,12.8187,11.06,10.5788,8.46429,14.1863,18.2327,20.0242,18.179,59.251,35.1492,55.9753,34.5638,17.0452,15.7276
get4,78.2954,89.3116,76.7669,17.1654,13.4066,1764,5,1,1,0,1,1,0,3,2,2,0,0,0,0,0,0,54.7628,55.7431,38.1418,3.54348,7.82875,47.2005,49.6053,52.5614,4.88755,9.40586,5.23583,3.08882,7.52895,11.8399,6.67481,6.49882,7.04875,9.04381,12.7331,10.2445,57.2356,65.3476,55.3141,57.2931,38.2206,40.2137
gfer,180.31,139.61,92.3167,25.4998,16.7065,918,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,94.9806,84.4277,40.3217,7.46651,10.3042,124.676,122.744,95.6313,12.1572,11.7429,6.51549,5.53878,16.7548,10.5224,10.4856,7.57398,14.428,10.8685,16.3016,10.7839,26.9686,43.0962,31.7974,41.1574,21.4642,21.4192
gfm1,41.1454,43.4738,34.3776,10.9282,8.21958,2514,5,1,2,0,1,4,0,0,0,0,1,1,0,2,0,1,2.68906,3.6458,6.50746,2.40576,3.75224,2.43361,2.78579,10.9027,5.11586,7.11115,4.37194,1.98827,5.21007,6.31726,7.93501,2.2425,3.41293,0.772861,2.31679,1.62954,9.21283,9.74629,7.62575,4.49404,12.1728,10.7481
gfm2,41.3428,45.4629,23.1993,5.44802,7.19306,2650,2,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,27.1493,32.3882,7.67704,1.79331,4.29041,20.922,19.9235,8.59789,1.89339,4.24659,1.20109,1.53552,3.73115,3.75034,1.88842,1.77196,3.50034,4.23456,4.20996,4.33404,9.40703,9.78542,6.19899,8.36077,8.47012,7.04313
gfod2,42.5131,42.3842,35.3832,6.84786,8.74174,2348,5,1,2,0,1,6,0,3,3,1,1,1,0,1,1,0,31.072,32.2639,19.7015,3.35125,5.77748,35.1806,37.2137,33.7357,3.72721,6.28928,3.1957,2.87303,6.65363,5.10416,3.47703,1.52019,4.27022,3.80853,5.79882,5.10001,11.4109,10.7798,7.909,9.2163,6.3022,6.65351
gfpt1,23.3142,21.3264,24.9334,58.2189,86.0778,1257,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,25.7749,19.1395,20.3204,77.4867,106.696,12.7188,12.0913,11.5856,66.1151,95.0296,36.0835,55.45,45.4711,32.4693,16.9736,50.9067,56.2711,27.6298,31.5839,45.8863,51.1239,63.1313,41.0887,38.5417,48.4237,40.872
gfpt2,1.36681,0.574057,0.297287,22.4406,44.4737,2114,3,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0.464104,0.303137,0.545299,30.4418,35.5115,0.409501,0.379387,0.331874,17.0896,29.718,8.57034,17.0974,16.6164,16.1264,1.94463,9.46171,11.8424,10.6532,16.776,12.1964,32.7817,32.5988,45.5488,40.8361,39.555,25.2025
gfra1a,2.92812,2.51131,1.72391,1.52557,4.86939,960,0,,,,,,,,,,,,,,,,0.748461,2.67499,3.13857,0.866997,6.03508,0.235766,0.221064,0,1.91686,3.02179,0.223156,1.26576,1.0046,1.45555,0.465399,1.09344,0.398733,2.01177,2.78516,2.2345,2.43806,3.77516,2.86823,2.74401,12.1137,9.72052
gfra1b,1.03849,0.800146,0.764937,0.363641,0.352522,1446,2,,,,,,,,,,,,,,,,0,0.0913334,0.134076,0.990926,0.329279,0.207329,0.0419544,0,0.0468316,0,0.0252478,0,0.12069,2.40849,0.153498,0,0.210764,1.75147,1.58838,1.35058,1.38027,1.80021,1.46001,1.50439,8.01656,6.92532
gga1,10.7369,10.5625,11.5918,5.04237,3.78905,3111,5,3,1,1,1,4,0,3,2,1,0,0,0,0,0,0,73.3274,63.7685,40.5854,10.7654,17.0707,58.9323,60.241,50.9599,14.8124,21.7094,11.5701,5.47219,12.3084,14.761,10.5264,5.81683,11.8219,16.453,12.5866,12.9961,25.1224,29.4309,23.6275,23.2452,28.0072,28.9662
gga3,7.88158,34.311,20.3428,3.3669,4.5625,2232,2,,,,,,,,,,,,,,,,42.7195,29.7114,9.59095,2.64001,6.30615,5.38904,5.31273,4.23499,1.64446,6.41431,0.718337,1.80424,3.40809,6.90619,0.92225,2.70201,4.15444,8.97721,4.49985,7.69981,11.5714,12.8479,13.4189,12.7537,14.9655,12.8905
ggact.1,11.5622,5.73379,5.92702,1.81151,1.02679,1724,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.06749,2.65405,1.8088,0.977746,0.537068,4.81054,4.69696,5.68696,1.12392,0.907311,0.479403,0.262933,0.137074,0.169944,0.355808,0.161114,0.105504,0.0901161,0.118919,0.17255,0.7725,0.195138,1.59096,0.967495,1.10762,1.08057
ggact.2,9.77265,4.64379,4.26085,5.57793,8.61418,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.06159,0.534645,1.93869,3.3722,3.98319,2.78881,3.004,2.97258,2.5988,3.78108,0.4005,0.0725219,0.172508,0.342257,1.69478,4.02521,4.30129,4.38183,0,3.53376,12.7643,3.95765,12.4635,7.51875,4.41906,2.85917
ggcta,2.37654,2.10101,2.38425,5.58863,5.82616,758,0,,,,,,,,,,,,,,,,0.867362,2.67762,1.88137,2.42496,2.49897,0.791594,0.904117,3.01772,3.32248,4.52664,1.92323,1.67197,1.25619,1.31953,2.30589,1.61129,1.45918,2.03257,1.31811,1.31803,3.25114,2.65989,2.93383,6.21893,3.59328,4.28183
ggctb,2.77143,2.91451,1.70259,3.16156,8.55036,841,3,,,,,,,,,,,,,,,,0.794517,1.9235,0.317592,1.2888,5.30094,0.754125,0.182128,0.393457,1.3495,2.46273,1.13218,2.84564,4.03159,7.58149,0.487736,1.25305,2.9483,5.33904,2.08826,3.75958,4.63787,5.63585,6.61329,6.15448,13.9173,7.57369
ggh,21.5909,29.2532,23.4388,8.70534,9.55452,1335,5,,,,,,,,,,,,,,,,13.2719,11.46,6.81164,2.60865,8.65947,10.384,9.95216,14.2353,3.63359,5.13779,1.87086,3.3278,3.50667,2.66587,2.58202,2.07341,4.04086,2.79925,1.85539,2.01181,13.2932,16.2836,15.0002,15.9624,8.55774,6.63216
ggnbp2,113.156,105.097,85.1774,29.6715,23.4301,2760,2,3,4,2,3,4,2,3,3,3,3,2,2,3,2,2,61.8671,75.5701,50.0528,23.7543,26.9588,47.6594,52.8167,98.6541,37.4695,39.079,16.9037,11.5264,10.6014,6.96966,22.7923,14.63,10.3784,2.96729,6.60194,6.43385,18.3443,14.5188,14.8004,10.6686,13.1948,12.898
ggps1,9.24375,8.13333,9.04818,2.99331,1.25114,4132,5,3,24,2,3,34,3,3,24,2,0,0,0,3,5,1,47.1255,60.7408,57.6539,7.00593,4.80681,70.3448,75.9681,79.5531,19.0202,10.4087,5.77679,1.96721,2.1618,3.66513,8.58897,2.69234,2.41735,3.15296,1.30038,5.50607,5.67633,4.50301,3.20989,3.16307,3.53515,5.0629
ggt1a,2.9397,3.36532,1.70964,0.72691,1.18545,2191,2,,,,,,,,,,,,,,,,0.184818,0.649566,0.268082,0.111042,0.0902259,4.88529,4.49744,3.59954,0.154511,0.292614,0.0273206,0.0325085,0.0178824,0.254647,0.250454,0.132854,0.0222143,0.323614,0,0.28547,0.0681358,0.577001,0.643825,7.17808,0.437013,0.756765
ggt5a,1.50904,1.02358,0.662273,0.847241,0.76506,2165,2,,,,,,,,,,,,,,,,0.774792,0.979807,0.526745,1.08508,1.52446,2.49165,1.72485,1.06871,0.841531,1.20972,0.298521,0.513927,2.24379,4.8185,0.454344,0.688748,1.90935,5.55838,4.0631,3.28476,7.7925,15.3698,10.4289,12.5591,9.10034,9.82493
ghdc,30.3541,40.0515,18.5235,2.36957,1.14375,2238,2,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,44.6534,38.1945,7.20349,0.595948,0.834751,30.2877,29.7711,13.4014,0.900141,1.22067,0.614666,0.578286,0.790604,0.821803,0.987864,0.492634,0.600191,0.567552,0.374274,0.794683,2.24902,2.69209,2.85624,3.08674,2.13795,3.06584
ghitm,16.1211,12.9533,16.2239,16.27,19.5484,872,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1.40014,1.97548,7.30149,11.1303,10.3069,1.35471,1.21249,8.24642,18.5127,15.9991,10.0494,7.05979,7.40521,14.8839,8.9391,8.89204,6.03701,3.02682,3.45704,7.37333,14.8934,18.8233,16.9326,14.5569,25.7521,26.4608
ghra,1.02808,1.04222,0.294956,0.282838,0.231924,2248,2,,,,,,,,,,,,,,,,3.74584,1.12512,0.638602,0.126885,0.472805,0.321128,0.314535,0.148595,0.0631705,0.63346,0.333887,0.237598,1.78101,4.89991,0.024224,0.215486,1.02258,3.94365,2.2368,3.38742,7.33938,8.03104,8.79385,7.83671,8.29755,8.56904
